Job_Title,Job Title Full,Job Position Level,Years of Experience,Job_Skills,Job Location,Company Industry,Company Size
business system analyst,business system analyst,mid-senior level,4,"['sql', 'programming']","fremont, ca",internet,51-200 employees
data engineer,data engineer,mid-senior level,5,"['ruby', 'sas']",new york city metropolitan area8,nan,
data engineer,data engineer,associate,5,"['warehousing', 'sql', 'cloud computing', 'database', 'python']",washington dc-baltimore area33,nan,
product manager,it product manager,entry level,0,"['cloud computing', 'agile']","atlanta, ga",nan,
business analyst,business analyst,mid-senior level,7,"['tableau', 'agile']","cupertino, ca72",nan,
software engineer,"associate software engineer, remote, environmental solutions group",entry level,1,"['excel', 'powerpoint', 'java', 'python', 'javascript', 'c++', 'coding', 'programming', 'html', 'microsoft', 'outlook', 'word']","chattanooga, tn3",nan,
software engineer,senior software engineer,mid-senior level,4,"['java', 'backend', 'server', 'programming']",united states,staffing & recruiting,11-50 employees
data scientist,"senior data scientist, machine learning",associate,5,"['looker', 'github', 'keras', 'tensorflow', 'scala', 'sql', 'javascript', 'machine learning', 'programming', 'tableau', 'docker', 'amazon redshift', 'python', 'r']","new york, ny65",nan,
data analyst,infrastructure data analyst,mid-senior level,6,"['powershell', 'dax', 'powerbi', 'microsoft azure', 'powerbi', 'microsoft', 'sql', 'server', 'excel', 'backend', 'python', 'etl']","atlanta, ga25",nan,
data analyst,marketing data analyst,mid-senior level,5,"['looker', 'git', 'plotly', 'sql', 'tableau', 'python', 'r', 'etl']","san francisco, ca3",nan,
developer,swift developer,mid-senior level,3,[],"orleans, ia",nan,
data scientist,principal data scientist,mid-senior level,5,"['tensorflow', 'pytorch', 'amazon web services', 'python', 'machine learning', 'machine learning', 'keras']",greater boston,staffing & recruiting,51-200 employees
developer,pega developer,entry level,1,"['html', 'ci-cd']",united states2,nan,
software engineer,senior software engineer,mid-senior level,7,"['microsoft azure', 'amazon web services', 'node.js', 'javascript', 'ios', 'programming', 'cloud computing', 'backend', 'google cloud platform']","austin, tx",nan,
software engineer,"software engineer, analytics",associate,5,"['powerbi', 'looker', 'microsoft azure', 'amazon web services', 'powerbi', 'sql', 'spark', 'snowflake', 'qlik', 'programming', 'cloud computing', 'bigquery', 'amazon redshift', 'python', 'ruby']",united states3,nan,
data engineer,senior data engineer,mid-senior level,9,"['postgresql', 'agile', 'amazon web services', 'no-sql', 'sql', 'mssql', 'scrum', 'machine learning', 'database', 'coding', 'snowflake', 'python', 'ci-cd', 'etl']","austin, tx9",nan,
business analyst,business analyst,associate,3,"['microsoft', 'microsoft visio', 'sharepoint']",united states,nan,
data engineer,senior data engineer,mid-senior level,4,"['cloud computing', 'microsoft azure', 'amazon web services']","decatur, ga",nan,
business system analyst,business system analyst,mid-senior level,8,"['jira software', 'agile', 'sql', 'scrum', 'cloud computing']","portland, oregon metropolitan area10",nan,
product analyst,business technology product analyst commercial lending services loan iq,associate,3,['agile'],"portland, or",nan,
data architect,senior data modeler/ data architect-with healthcare experience,mid-senior level,8,"['etl', 'sql', 'datalake', 'ibm']","phoenix, az4",nan,
data engineer,lead data engineer,mid-senior level,3,"['scala', 'java', 'apache airflow', 'hadoop', 'spark', 'cloud computing', 'python', 'etl']","new york, ny",nan,
software engineer,"senior software engineer, devops",mid-senior level,2,"['powershell', 'github', 'microsoft azure', 'agile', 'amazon web services', 'asp.net', 'linux', 'ci-cd', 'kanban', 'cloud computing', 'devops', 'microsoft', 'python', 'ruby']","houston, tx2",nan,
data analyst,master data analyst,associate,3,"['scrum', 'agile']",united states44,nan,
software engineer,software engineer,mid-senior level,7,"['jira software', 'agile', 'visual basic', 'asp.net', 'sql', 'javascript', 'server', 'programming', 'sql', 'html', 'microsoft', 'ajax', 'mongodb', 'no-sql']","new hampshire, united states",nan,
data engineer,senior data engineer,mid-senior level,5,"['cloud computing', 'microsoft azure', 'amazon web services']","inglewood, ca",nan,
software engineer,software engineer,entry level,2,"['backend', 'javascript', 'html', 'css', 'coding']","new york, ny126",nan,
product owner,product owner,associate,4,"['scrum', 'agile']",united states25,nan,
data scientist,data scientist,mid-senior level,7,[],"charlotte, nc",nan,
software engineer,software engineer,associate,4,"['nodejs', 'git', 'java', 'amazon web services', 'agile', 'sql', 'node.js', 'javascript', 'scrum', 'cloud computing', 'devops', 'google cloud platform']",united states17,nan,
software engineer,senior software engineer,associate,5,"['microsoft azure', 'amazon web services', 'go', 'c++', 'saas', 'bash', 'rust', 'cloud computing', 'microsoft', 'ci-cd']","oklahoma city, ok",nan,
data engineer,senior data engineer,mid-senior level,8,"['cloud computing', 'microsoft azure', 'amazon web services']","dallas, tx",nan,
database engineer,sql database engineer isee137 with security clearance,entry level,2,"['database', 'sql']","annapolis junction, md1",nan,
business analyst,technical development business analyst- 100% remote,associate,5,"['powerpoint', 'agile', 'amazon web services', 'vba', 'visual basic', 'cognos', 'sql', 'python', 'sas', 'alteryx', 'scrum', 'server', 'sharepoint', 'tableau', 'kanban', 'excel', 'word']","new york, ny14",nan,
data scientist,data scientist,mid-senior level,7,[],"hillsboro, or",nan,
software engineer,software engineer,associate,3,"['c++', 'javascript', 'emberjs', 'jquery', 'terminal']","los angeles, ca6",nan,
business analyst,senior business analyst -oms,mid-senior level,6,['ibm'],"new jersey, united states24",nan,
data engineer,data engineer,associate,5,"['java', 'css', 'sql', 'javascript', 'html', 'programming', 'rust', 'cloud computing', 'python', 'etl']","pennsylvania, united states2",nan,
machine learning engineer,entry machine learning engineer,mid-senior level,4,"['amazon web services', 'machine learning', 'python']","los angeles, ca11",nan,
software engineer,senior software engineer,associate,2,"['agile', 'amazon web services', 'json', 'ios', 'machine learning', 'spark', 'cloud computing', 'database', 'python', 'no-sql']","atlanta, ga",nan,
software engineer,ios software engineer,mid-senior level,4,"['github', 'ios', 'programming', 'swift']",united states19,nan,
software engineer,"staff software engineer, netskope labs",mid-senior level,7,"['cloud computing', 'go', 'ci-cd']","colorado springs, co2",nan,
data scientist,data scientist,entry level,1,"['amazon web services', 'sql', 'nlp', 'machine learning', 'cloud computing', 'python']",united states38,nan,
developer,impala developer,mid-senior level,7,"['agile', 'sql', 'sql', 'pl/sql']","jersey city, nj4",nan,
developer,c++ developer,director,8,"['coding', 'c++']",united states1,nan,
software engineer,senior software engineer,mid-senior level,5,"['docker', 'git', 'oracle', 'java', 'amazon web services', 'agile', 'frontend', 'saas', 'scrum', 'cloud computing', 'backend', 'aurora']",atlanta metropolitan area,information technology & services,"1,001-5,000 employees"
data engineer,"data engineer, pipelining",mid-senior level,3,"['docker', 'amazon web services', 'sql', 'machine learning', 'backend']",united states,staffing & recruiting,201-500 employees
data engineer,data engineer,mid-senior level,7,"['devops', 'microsoft', 'sql']",united states29,nan,
operations analyst,business operations analyst,associate,2,"['looker', 'microsoft azure', 'amazon web services', 'powerbi', 'sql', 'saas', 'tableau', 'cloud computing', 'microsoft', 'excel', 'amazon redshift']","philadelphia, pa18",nan,
sales engineer,strategic sales engineer,entry level,2,"['saas', 'slack', 'twilio']","washington, dc3",nan,
business analyst,business analyst,associate,4,['agile'],"district of columbia, united states",staffing & recruiting,51-200 employees
data analyst,remote senior it data analyst,associate,3,"['microsoft azure', 'cloud computing', 'agile', 'oracle', 'amazon web services', 'sql', 'hadoop', 'server', 'pyspark', 'database', 'amazon redshift']","chicago, il2",nan,
software engineer,senior software engineer,mid-senior level,10,"['jira software', 'agile', 'scrum', 'bigquery', 'cloud computing', 'docker']","reno, nv7",nan,
data engineer,lead data engineer,mid-senior level,6,"['amazon web services', 'go', 'saas', 'coding', 'python', 'etl']","denver, co1",nan,
data architect,senior data modeler/ data architect,mid-senior level,0,"['etl', 'sql', 'datalake', 'ibm']","virginia beach, va1",nan,
software engineer,senior software engineer,associate,5,"['microsoft azure', 'agile', 'amazon web services', 'c++', 'programming', 'cloud computing']",greater philadelphia,nan,
data scientist,staff data scientist,mid-senior level,4,"['keras', 'tensorflow', 'pytorch', 'amazon web services', 'pandas', 'nlp', 'numpy', 'linux', 'bash', 'machine learning', 'machine learning', 'cloud computing', 'python']","new york, ny7",nan,
developer,swift developer,mid-senior level,5,[],"phoenix, az",nan,
data scientist,data scientist,mid-senior level,6,[],"berlin, nj1",nan,
software engineer,senior mobile and front-end software engineer,associate,5,"['postgresql', 'artificial intelligence', 'backend', 'frontend', 'coding', 'ios', 'html', 'css', 'mongodb', 'python', 'graphql']",greater tampa bay area,nan,
software development engineer,"staff software development engineer in test, foundation",mid-senior level,7,"['jira software', 'java', 'sql', 'saas', 'linux', 'programming', 'cloud computing', 'database', 'mongodb', 'python', 'no-sql']","portland, or4",nan,
business intelligence analyst,senior business intelligence analyst,mid-senior level,4,"['powerbi', 'powerbi', 'sql', 'machine learning', 'tableau', 'cloud computing']",united states57,nan,
data scientist,data scientist,entry level,3,"['database', 'sql', 'machine learning']","oakland, ca43",nan,
data analyst,senior data analyst,mid-senior level,4,"['artificial intelligence', 'powerbi', 'sql', 'hadoop', 'machine learning', 'programming', 'tableau', 'python', 'r']",united states13,nan,
software engineer,remote .net software engineer,mid-senior level,6,"['microsoft azure', 'agile', 'git', 'asp.net', 'sql', 'server', 'cloud computing', 'devops', 'graphql']",united states,information technology & services,"10,001+ employees"
software engineer,support software engineer,mid-senior level,10,"['redis', 'postgresql', 'amazon web services', 'saas', 'ruby']","mountain view, ca",nan,
ux researcher,ux researcher,mid-senior level,3,['excel'],"daly city, ca",nan,
data scientist,senior data scientist,associate,3,"['tensorflow', 'microsoft azure', 'artificial intelligence', 'sql', 'machine learning', 'programming', 'spark', 'cloud computing', 'python', 'r']","schaumburg, il5",nan,
operations manager,technical operations manager,mid-senior level,6,"['cloud computing', 'database', 'linux', 'postgresql']","beaverton, or",nan,
software developer,software developer,mid-senior level,5,"['amazon web services', 'microsoft azure', 'javascript']","tampa, fl4",nan,
business analyst,aem lead business analyst,associate,4,['agile'],"jackson county, mo",nan,
software engineer,senior software engineer,associate,3,"['ruby', 'javascript']","austin, tx",nan,
data scientist,senior data scientist,mid-senior level,4,"['linux', 'nlp', 'hadoop', 'sql', 'spark', 'cloud computing', 'database', 'coding', 'snowflake', 'python', 'r']","chicago, il6",nan,
software engineer,software engineer,entry level,2,"['redis', 'postgresql', 'datadog', 'go', 'saas', 'docker', 'python', 'graphql']","louisiana, united states",nan,
data engineer,senior data engineer,mid-senior level,3,"['java', 'amazon web services', 'go', 'spark', 'machine learning', 'programming', 'bigquery', 'cloud computing', 'backend', 'google cloud platform', 'python']","redwood city, ca1",nan,
software developer,entry level software developer,entry level,2,"['database', 'sql', 'programming']","sunnyvale, ca",human resources,201-500 employees
software engineer,software engineer,entry level,1,"['php', 'jira software', 'git', 'oracle', 'agile', 'vba', 'sql', 'server', 'programming', 'database', 'microsoft', 'python', 'r']",united states8,nan,
